Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Phillip Evans","NYY","AAA","29-31",1190,0.120168067,0.14117647,0.851190476,0.272102161,0.365546218,0.392927308,0.758473526,0.120825147,3.119574583312617,0.300357568,-2.979874724522233,165.45095406609192,-3.785812480872723,0.3473256809313422,96.36127533874827,"12950"
"Michael Perez","PIT","AAA","29-31",608,0.120065789,0.238486842,0.503448275,0.227360308,0.329489291,0.389210019,0.71869931,0.161849711,1.05294485875,0.272222222,-0.9614031752571464,71.23262942504962,-13.581957720994152,0.32483760643713544,83.50042421235435,"12977"
"John Andreoli","PHI","AAA","32-32",421,0.185273159,0.356294536,0.52,0.183976261,0.337320574,0.362017804,0.699338378,0.178041543,6.629028360786173,0.270114942,1.5673156371340156,51.12322386722264,-4.1803061552793,0.32322759391588457,92.44115854163667,"13012"
"Jake Lamb","LAD","AAA","31-33",1047,0.133715377,0.218720152,0.611353711,0.27904328,0.385864374,0.451025056,0.83688943,0.171981776,2.3769703217527773,0.338658146,-2.208576638251543,171.0853175633241,22.865562539606213,0.3744107049772109,114.58983403601044,"13329"
"Stephen Piscotty","OAK","AAA","31-33",443,0.09255079,0.223476297,0.414141414,0.228426395,0.309255079,0.365482233,0.674737312,0.137055838,1.30357142125,0.27368421,-0.6319713280536234,44.59650265061175,-17.499331127769597,0.3068599575798345,72.43794705131829,"13367"
"Erik Gonzalez","MIA","AAA","30-32",1359,0.061810154,0.209713024,0.294736842,0.266295707,0.314159292,0.359300476,0.673459768,0.093004769,4.237659697405185,0.331606217,-2.122312016785145,137.64072419861253,-47.0076807274491,0.3055078409238551,74.68968632847829,"13369"
"Wynton Bernard","COL","AAA","31-33",1311,0.081617086,0.163234172,0.5,0.308016877,0.366895499,0.486919831,0.85381533,0.178902954,7.637827679559958,0.347457627,9.815383437555283,213.79349337657067,24.350583018260917,0.3735110542866949,112.18870992208568,"13408"
"Jose Peraza","NYY","A,AAA,CPX","28-29",436,0.041284403,0.144495412,0.285714285,0.244949494,0.303448275,0.356060606,0.659508881,0.111111112,4.172283171004853,0.272727272,-0.34399233432486653,42.858297434062536,-16.193712461381377,0.300523587890055,72.54972962463127,"13593"
"Preston Tucker","ATL","AAA","31-32",551,0.132486388,0.166969147,0.79347826,0.277657266,0.38475499,0.483731019,0.868486009,0.206073753,4.069561739204569,0.304225352,-0.5274529978632927,94.86714080160644,17.466095464287065,0.3833768346053438,121.22998484809818,"13633"
"Jack Lopez","DET","AAA","29-31",1123,0.061442564,0.28317008,0.216981132,0.244401168,0.297394429,0.401168451,0.69856288,0.156767283,6.652773825606705,0.321637426,-1.7970993788912892,116.36515926431848,-44.72829862821864,0.3079801771578544,70.68799370956225,"13663"
"David Dahl","WSN","AAA","28-30",967,0.096173733,0.211995863,0.453658536,0.280276816,0.349534643,0.46828143,0.817816073,0.188004614,4.2120591624907675,0.331230283,-1.0593832968734205,144.10505601629896,9.683939455601418,0.35990953136602216,107.674980250317,"13744"
"Elier Hernandez","TEX","AAA","27-29",1051,0.080875356,0.200761179,0.402843601,0.297154899,0.360608943,0.493150684,0.853759627,0.195995785,6.055649284231164,0.350704225,-2.9503766619600356,168.70614213046193,11.171769562331441,0.37241167913268114,107.22957444917704,"13750"
"Matt Reynolds","CIN","AAA","31-32",547,0.117001828,0.268738574,0.435374149,0.261146496,0.347349177,0.501061571,0.848410748,0.239915075,5.325932874856128,0.322580645,0.8943430930376053,82.95804886401517,6.092964096673557,0.3665353244259244,107.71674783832583,"13788"
"Kevin Plawecki","TEX","AAA","32-33",568,0.102112676,0.158450704,0.644444444,0.265469061,0.344522968,0.417165668,0.761688636,0.151696607,1.8644480462500002,0.295739348,-0.7694307249039412,74.5735804867981,-8.508308680629929,0.342708890513902,89.79122658551682,"13807"
"Anthony Bemboom","BAL","A+,AAA","32-34",516,0.116279069,0.21124031,0.550458715,0.24494382,0.337864077,0.364044943,0.70190902,0.119101123,3.139512929167471,0.303303303,-1.259670675266534,59.96600346258285,-9.890393987387402,0.32185021506673167,85.55834669555487,"13854"
"Albert Almora Jr.","CIN","A+,AAA","28-30",675,0.065185185,0.137777777,0.473118279,0.293354943,0.343283582,0.423014586,0.766298168,0.129659643,5.087187256373991,0.331406551,-0.3725572503171861,90.33205970937976,-5.7178954947494685,0.3419669059675131,93.78032774401217,"14109"
"Tim Lopes","COL","AAA,CPX","28-29",859,0.111757857,0.223515715,0.5,0.28,0.364060676,0.441333333,0.805394009,0.161333333,6.955796869799266,0.345083487,2.7099858140572906,128.07715828452723,-1.0323923405586073,0.36072079915566374,99.38223529644283,"14137"
"Daniel Robertson","PHI","AAA,CPX","28-29",474,0.111814345,0.20042194,0.557894736,0.219753086,0.327004219,0.360493827,0.687498046,0.140740741,2.8896358127956985,0.258278145,-1.6581038851290941,53.418823752620256,-10.976281087777583,0.31918269735348376,83.19214820832273,"14145"
"Andrew Velazquez","LAA","AAA,CPX","27-29",660,0.087878787,0.324242424,0.271028037,0.237691001,0.305683563,0.390492359,0.696175922,0.152801358,6.9318065274039204,0.33519553,6.604790201410651,70.43211459921241,-20.83217872871518,0.3122511802730472,76.91387793737809,"14196"
"Wilmer Difo","ARI","AAA,CPX","30-32",1010,0.110891089,0.188118811,0.589473684,0.251435132,0.336989032,0.368541905,0.705530937,0.117106773,5.20901408511762,0.296296296,-0.534043975174427,116.40857348245089,-25.425699021401964,0.3217064925466672,82.60953455603328,"14320"
"Joey Meneses","WSN","AAA","30-32",625,0.08,0.2032,0.393700787,0.275310834,0.3344,0.48312611,0.81752611,0.207815276,2.468083191831159,0.303614457,-0.9392874869517982,91.65354464855598,8.946778072981097,0.3544670704088471,110.8803428865551,"14366"
"Joe Hudson","TBR","AAA","31-33",565,0.157522123,0.300884955,0.523529411,0.223913043,0.359929078,0.42173913,0.781668208,0.197826087,3.84114921908674,0.289962825,0.2670886730775237,80.93592054923067,3.702998665766816,0.3548658577897025,105.01209133450776,"14412"
"Jake Cave","MIN","AAA","29-30",648,0.11419753,0.229938271,0.496644295,0.30411449,0.395061728,0.583184257,0.978245985,0.279069767,6.85543966098577,0.365535248,-0.19906841777265072,130.6687878630614,42.87082312624213,0.4190981616345487,148.08575451383518,"14477"
"Pedro Severino","MIL","AA,AAA","28-29",420,0.083333333,0.204761904,0.406976744,0.275590551,0.34047619,0.451443569,0.791919759,0.175853018,5.148218668123173,0.320284697,1.415419336874038,57.80576306377177,-2.9492921402620884,0.35075611883685703,97.12876423618883,"14523"
"Franchy Cordero","BOS","AAA","27-28",486,0.139917695,0.244855967,0.571428571,0.298288508,0.401234567,0.508557457,0.909792024,0.210268949,4.5730815595615555,0.372262773,0.08919161092489958,89.29323310627022,22.04636389984169,0.4017048619457127,133.224037865077,"14567"
"David Bote","CHC","AAA","29-31",708,0.105932203,0.216101694,0.490196078,0.25695581,0.34794908,0.454991816,0.802940896,0.198036006,4.5988888153015495,0.301587301,-0.12861348502337933,102.07568984618146,4.583923333787512,0.35593357408232196,104.59968921483821,"14593"
"Brett Phillips","BAL","AAA","28-30",409,0.161369193,0.3398533,0.474820143,0.222560975,0.352216748,0.405487804,0.757704552,0.182926829,6.850160093332774,0.326086956,-0.009635701775550842,53.97731634344643,-5.435847616533573,0.3443539817932204,92.22573163776852,"14735"
"Pat Valaika","ATL","AAA","29-30",707,0.090523338,0.210749646,0.429530201,0.239302694,0.306930693,0.366085578,0.673016271,0.126782884,3.1263411684976257,0.283613445,-0.7230477803386748,70.51760907772486,-27.39687409695681,0.30263432049886363,72.53538468626675,"14885"
"Daniel Palka","NYM","AAA","30-31",857,0.100350058,0.234539089,0.427860696,0.250652741,0.328271028,0.464751958,0.793022986,0.214099217,2.5620056653867262,0.284894837,-2.6497648172080517,117.75131654109202,1.1658983912631018,0.34729103070511474,101.7496790157226,"14897"
"Andrew Knapp","SFG","AAA","30-32",988,0.108299595,0.248987854,0.434959349,0.256410256,0.345841784,0.431235431,0.777077215,0.174825175,3.1781300610470686,0.321428571,-3.389816126320511,133.8683813680877,-9.246704755259582,0.3452112279166051,93.71804946869311,"14942"
"Dom Nunez","COL","AAA","27-29",784,0.142857142,0.271683673,0.525821596,0.205167173,0.324775353,0.338905775,0.663681128,0.133738602,5.022877450392272,0.277136258,-0.49750878755003214,81.3542054888194,-29.17008006606647,0.3081761385877264,73.74219133952033,"15055"
"Jonathan Davis","MIL","A+,AAA","30-32",650,0.115384615,0.24,0.48076923,0.254972875,0.357032457,0.405063291,0.762095748,0.150090416,6.396936819120678,0.329896907,1.6899508321657777,89.35600736194303,1.8035695349519543,0.3460597541453849,102.14487524752724,"15104"
"Josh VanMeter","PIT","AAA,CPX","27-29",455,0.204395604,0.239560439,0.853211009,0.189801699,0.363436123,0.322946175,0.686382298,0.133144476,4.3800356866702455,0.240506329,-0.9420758942142129,56.25814718261444,-6.583545533268819,0.33202667632817173,89.1168784765248,"15170"
"Dustin Peterson","MIL","AA,AAA","27-29",1011,0.099901088,0.245301681,0.407258064,0.236547085,0.316518298,0.403587443,0.720105741,0.167040358,4.1123488486063025,0.28663446,-1.2525869635865092,118.2343367797525,-15.557509018739921,0.3211130475619858,88.20446258757704,"15189"
"Brandon Dixon","SDP","AA,AAA,CPX","30-31",504,0.107142857,0.271825396,0.394160583,0.315789473,0.390873015,0.647597254,1.038470269,0.331807781,6.508089502956269,0.37037037,2.0832824734970927,107.89338481278355,32.93742494137224,0.431802014905618,145.19991412488957,"15214"
"Victor Reyes","DET","AAA","27-28",578,0.069204152,0.217993079,0.317460317,0.281663516,0.333910034,0.474480151,0.808390185,0.192816635,3.8779843058755246,0.327272727,-0.9394111568108201,80.40597792437062,-0.8329053325416167,0.3531628285106078,99.28295156602114,"15487"
"Jamie Westbrook","DET","AAA","27-29",1432,0.118016759,0.162709497,0.725321888,0.274624373,0.374289772,0.441569282,0.815859054,0.166944909,2.642931579536697,0.305466237,-4.876864595338702,221.84117279589867,27.686020758158918,0.3662779388902875,113.906802294387,"15504"
"Tyler White","ATL","AAA","31-32",557,0.157989228,0.199281867,0.792792792,0.23580786,0.360861759,0.399563318,0.760425077,0.163755458,3.7281346897479066,0.268656716,-0.6189636858180165,77.29614334139094,2.95998359057174,0.34581511558817446,104.18180658860499,"15564"
"Mike Ford","SFG","AAA","29-31",453,0.15231788,0.147902869,1.029850746,0.284574468,0.401766004,0.518617021,0.920383025,0.234042553,3.606666342670084,0.296551724,0.07678656885400414,85.74457617925054,20.200272016986673,0.4037168532346202,130.53418964928048,"15585"
"Billy McKinney","OAK","A+,AAA","27-29",640,0.1375,0.2453125,0.560509554,0.288104089,0.3984375,0.5,0.8984375,0.211895911,4.487614607016113,0.361344537,-1.8943711561150849,116.21954325219156,25.70122181256771,0.39351707640683875,128.36914408951787,"15654"
"Tyler Wade","NYY","AAA","27-28",574,0.12891986,0.214285714,0.601626016,0.272164948,0.373897707,0.397938144,0.771835851,0.125773196,7.159528285928763,0.344632768,5.230539569165558,82.57734100378363,-1.2549416288057107,0.35546891291234184,98.49794658722664,"15730"
"Erick Mejia","SEA","A+,AAA","27-29",1026,0.106237816,0.19785575,0.536945812,0.240802675,0.321253672,0.400222965,0.721476637,0.15942029,6.509119440544145,0.276218611,1.5677668484859169,118.91370120766776,-27.19980202493055,0.3201410230413357,81.26599968080261,"15817"
"Miguel Andujar","NYY","AAA","27-29",781,0.083226632,0.117797695,0.706521739,0.318758815,0.37644046,0.519040902,0.895481362,0.200282087,3.7945282665165245,0.33277027,-0.7798755103722215,136.93570452924186,29.57086090739184,0.3902597390546762,127.13589455674338,"15878"
"Ivan Castillo","KCR","AAA","27-27",447,0.10067114,0.118568232,0.849056603,0.242346938,0.322072072,0.346938775,0.669010847,0.104591837,4.106597630294082,0.264094955,-0.8899517366662621,47.42660307017238,-11.29234685870735,0.30502683570099737,80.7688201638745,"15971"
"Clint Frazier","CHC","AAA","27-28",581,0.123924268,0.30636833,0.404494382,0.213414634,0.325301204,0.37601626,0.701317464,0.162601626,4.438683613160177,0.289036544,-0.9061729498207569,66.52866846717254,-13.538294415703866,0.31987110103469296,82.26432487553215,"15983"
"Kean Wong","LAA","AAA","27-28",739,0.115020297,0.213802435,0.537974683,0.263565891,0.350948509,0.348837209,0.699785718,0.085271318,6.639609849153292,0.335403726,4.072155872359872,88.15580227864783,-20.726526961793503,0.32263516190902836,80.5998891246901,"15994"
"Mark Payton","CHW","AAA","30-32",1018,0.105108055,0.154223968,0.681528662,0.300675675,0.375494071,0.503378378,0.878872449,0.202702703,4.879104899998402,0.3281471,-4.144154027570039,174.91022154331586,39.80921871602912,0.38462440471838016,129.5441544801285,"16042"
"Pablo Reyes","MIL","AA,AAA","28-30",849,0.111896348,0.161366313,0.693430656,0.278002699,0.36288416,0.45074224,0.8136264,0.172739541,6.22881584727343,0.3080895,0.4838174618780613,129.78797906324672,15.59357073590563,0.36305278589034223,113.9458995877626,"16357"
"Oscar Mercado","CLE","AAA","27-29",898,0.092427616,0.179287305,0.51552795,0.264631043,0.342633928,0.460559796,0.803193724,0.195928753,7.587771242081114,0.292561983,2.8466672264039516,127.28715941597639,-0.4642902583915163,0.3522948421138738,99.508445696002,"16375"
"Brian Navarreto","MIL","AAA,CPX","27-29",618,0.077669902,0.19579288,0.396694214,0.238351254,0.299674267,0.353046594,0.652720861,0.11469534,3.3454364996208166,0.281395348,-0.7738807136192918,56.7576301222284,-28.19536479063438,0.295861799767429,66.92123279577274,"16398"
"Francisco Mejia","TBR","AAA,CPX","26-28",472,0.08898305,0.184322033,0.48275862,0.282660332,0.349576271,0.458432304,0.808008575,0.175771972,3.3940104082331404,0.316770186,-0.73023971170187,68.99731200156637,5.011613242010556,0.3572921606443696,107.60087791886723,"16403"
"Domingo Leyba","SDP","AA,AAA","26-27",764,0.12565445,0.145287958,0.864864864,0.269230769,0.361730013,0.415384615,0.777114628,0.146153846,4.069131631123379,0.293233082,0.1880163294263184,107.52142242411468,1.0235568366417498,0.35124022231290214,102.03378429294848,"16404"
"Sergio Alcantara","CHC","AAA","26-27",895,0.153072625,0.20670391,0.74054054,0.269798657,0.381858902,0.409395973,0.791254875,0.139597316,5.597423623846918,0.335144927,-0.3787355604581535,133.725687204199,4.600421129064717,0.3623069947075951,103.47970759690084,"16417"
"Jordan Luplow","ARI","AAA,CPX","28-30",533,0.108818011,0.18761726,0.58,0.250544662,0.341463414,0.466230936,0.80769435,0.215686274,4.645925182969539,0.266081871,0.5097499713301659,76.41207021165563,2.6075770376987606,0.3544598229606872,103.46931903666822,"16424"
"Jason Martin","LAD","AAA","26-28",850,0.116470588,0.236470588,0.492537313,0.285520974,0.370283018,0.546684709,0.916967727,0.261163735,5.7341257160922225,0.33266533,-3.5760539625771344,153.24560714327578,29.040937250487836,0.3889679736843064,123.32846338188598,"16429"
"Jacob Nottingham","BAL","AAA","27-28",575,0.090434782,0.28173913,0.320987654,0.224899598,0.32173913,0.423694779,0.745433909,0.198795181,4.433721037502807,0.276190476,-0.20330168586224318,71.75442637412749,-7.529011190841583,0.33172951667205147,91.15071326521328,"16448"
"Forrest Wall","SEA","AAA","26-28",1220,0.111475409,0.248360655,0.448844884,0.269631031,0.359670781,0.388836329,0.74850711,0.119205298,7.885187555186409,0.358108108,10.200793015770614,162.46566442333747,-10.126319550642489,0.34138493954251586,94.6397938170027,"16496"
"Kevin Padlo","SFG","AA,AAA,CPX","25-27",1071,0.133520074,0.261437908,0.510714285,0.23678414,0.341736694,0.416299559,0.758036253,0.179515419,4.9119875461362765,0.297520661,1.1292272312566638,141.26351667537313,-14.892918739775588,0.3394479598954459,89.74165460869601,"16593"
"Luis Urias","MIL","AA,AAA","25-27",520,0.134615384,0.188461538,0.714285714,0.245939675,0.362235067,0.389791183,0.75202625,0.143851508,4.578788371588016,0.283076923,-0.09748349292203784,70.45322577819445,-3.761657191661809,0.34565350499456327,94.50291010145814,"16622"
"Greg Allen","PIT","A,AA,AAA","29-31",466,0.10944206,0.206008583,0.53125,0.246031746,0.367391304,0.375661375,0.743052679,0.129629629,8.548340613272726,0.306049822,5.3399807959795,62.99009233706994,-0.5555363298077991,0.34635192713011864,99.19737714170421,"16623"
"Brian O'Keefe","SEA","AAA","28-30",1035,0.10821256,0.226086956,0.478632478,0.254665203,0.338164251,0.498353457,0.836517708,0.243688254,2.449312200738981,0.282988871,-3.258554256055504,154.67654688549018,3.9426511813399916,0.360333168990838,103.47257412648985,"16680"
"Jason Vosler","SFG","AAA","28-30",1285,0.097276264,0.238910505,0.407166123,0.266022827,0.341653666,0.503950834,0.8456045,0.237928007,4.494216825829453,0.303501945,-0.44480213429778814,196.986835534492,11.568027431884284,0.363731228960947,106.33536633974472,"16686"
"John Nogowski","ATL","AA,AAA","29-29",483,0.146997929,0.136645962,1.075757575,0.248101265,0.366459627,0.362025316,0.728484943,0.113924051,3.93528913840252,0.272727272,-0.7338870316743851,64.5236396660919,1.8309981545324192,0.336381188954379,102.81064122197422,"16852"
"Aramis Garcia","CIN","A+,AAA","29-31",522,0.042145593,0.323754789,0.130177514,0.195876288,0.245210727,0.381443298,0.626654025,0.18556701,4.6982929860767,0.242424242,0.7635255702771246,38.160042134664934,-33.23621487841757,0.2732697340492088,52.56251594408741,"16925"
"Derek Hill","DET","A,A+,AAA","26-28",827,0.087061668,0.22370012,0.389189189,0.291553133,0.357664233,0.491825613,0.849489846,0.20027248,7.974694527084521,0.354048964,1.4465614473447204,131.45013482133064,15.22476886967333,0.37009466252767836,112.2694129473612,"16947"
"Chadwick Tromp","ATL","AAA","27-29",801,0.109862671,0.196004993,0.560509554,0.256011315,0.337078651,0.428571428,0.765650079,0.172560113,1.4213143713911258,0.288973384,-1.8842600868083537,106.58332705167194,-2.010956320491827,0.34187717897615183,98.35115340680984,"16953"
"Eddy Alvarez","LAD","AAA","32-34",928,0.122844827,0.239224137,0.513513513,0.274869109,0.384699453,0.486910994,0.871610447,0.212041885,6.919171378969024,0.341698841,0.14949606824666262,160.16806367214014,31.057721229150793,0.38535021107053496,123.47512769943111,"16959"
"Magneuris Sierra","LAA","AAA","26-27",527,0.085388994,0.201138519,0.424528301,0.264830508,0.331428571,0.379237288,0.710665859,0.11440678,7.76854284550334,0.321329639,2.8343242360278964,60.16621929956369,-16.058131093254765,0.31847135153890566,78.41392122277031,"17023"
"Chad Wallach","LAA","AAA","30-32",743,0.103633916,0.266487213,0.388888888,0.23993808,0.327052489,0.40247678,0.729529269,0.1625387,3.417644652855624,0.304147465,-0.7486536838114262,89.09813669492829,-19.51035509834659,0.32476700796253105,81.98971998681516,"17161"
"Monte Harrison","LAA","AAA","26-27",627,0.097288676,0.376395534,0.258474576,0.222621184,0.303030303,0.35368043,0.656710733,0.131059246,7.773778668386546,0.353697749,3.4282933976501226,58.56784004302683,-31.885780569594473,0.2965040828622699,64.41432176887832,"17216"
"Alex Jackson","MIL","AAA,CPX","26-28",491,0.087576374,0.240325865,0.364406779,0.258581235,0.334012219,0.508009153,0.842021372,0.249427918,3.613432419155569,0.293918918,-0.5066709346137941,74.2310474039214,6.969512042512199,0.3631932096821921,110.06560547607292,"17276"
"Luis Liberato","SDP","AAA,CPX","26-28",963,0.11734164,0.246105919,0.476793248,0.261761158,0.348691099,0.466827503,0.815518602,0.205066345,5.265957072123537,0.32337434,-1.3442666474729776,142.89628212467062,3.5401835323892885,0.35663217337343706,102.12860211038557,"17307"
"Michael Chavis","CHW","AAA","28-28",457,0.078774617,0.216630196,0.363636363,0.257352941,0.332603938,0.44362745,0.776231388,0.186274509,5.582632699189712,0.301694915,0.810545383952558,60.96781496865506,-2.3146728112006696,0.3415954824586272,95.94477319174321,"17321"
"Cole Tucker","PIT","AAA,CPX","25-27",735,0.131972789,0.235374149,0.560693641,0.252396166,0.350205198,0.353035143,0.703240341,0.100638977,4.086695572315692,0.328888888,-2.4161381293088198,88.24620627888076,-20.117519696275064,0.3275946214000112,80.6487500454694,"17326"
"Narciso Crook","CHC","AAA","26-27",734,0.103542234,0.328337874,0.315352697,0.240944881,0.340599455,0.448818897,0.789418352,0.207874016,6.459297533920245,0.337874659,-1.1365042869001627,103.58761245984255,4.006091082875117,0.3510520171566945,104.64603233084952,"17473"
"Myles Straw","CLE","AAA","29-29",495,0.107070707,0.191919191,0.557894736,0.239631336,0.321138211,0.329493087,0.650631298,0.089861751,7.928862923809597,0.297058823,4.534965863917023,48.13056002557753,-18.313859298820518,0.2999828128182158,72.43732508307772,"17620"
"Vimael Machin","OAK","AAA","28-29",505,0.114851485,0.128712871,0.892307692,0.287015945,0.371031746,0.407744874,0.77877662,0.120728929,2.9766671785261054,0.318918918,-1.535674280487001,72.14646395663405,-0.8596697189412108,0.350181160220112,98.32072413728426,"17684"
"Matt Beaty","SDP","AA,AAA,CPX","29-31",552,0.094202898,0.148550724,0.634146341,0.270613107,0.372050816,0.393234672,0.765285488,0.122621565,2.0762654513756065,0.303430079,-1.5969538479112089,79.39017749626359,2.738481440136032,0.35410242263085207,104.90648529391346,"17710"
"Christin Stewart","BOS","AAA","28-28",409,0.149144254,0.31784841,0.469230769,0.23668639,0.364303178,0.449704142,0.81400732,0.213017752,3.8659025064811425,0.319371727,0.00934609491378069,63.76602616636581,10.03884379296131,0.3638117980840445,118.68485066495992,"17714"
"Steven Duggar","TEX","AAA","28-29",412,0.143203883,0.332524271,0.430656934,0.221264367,0.334951456,0.376436781,0.711388237,0.155172414,4.940676535324627,0.31840796,1.2051201546564698,48.03354511465341,-13.981144330842195,0.32541146078734723,77.16175891250982,"17719"
