Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Modeifi Marte","ARI","DSL","19-19",208,0.081730769,0.110576923,0.739130434,0.303867403,0.384615384,0.486187845,0.870803229,0.182320442,6.309482806039714,0.31372549,-0.4605967381503433,39.87845609121429,10.033583378125298,0.41542962193489075,133.61911935286926,"sa3018445"
"Claudio Simon","BOS","DSL","20-20",170,0.094117647,0.264705882,0.355555555,0.210884353,0.317647058,0.272108843,0.589755901,0.06122449,8.675660027938672,0.297029702,4.737136656418443,17.75240820432929,-6.64003584002229,0.30787868569878973,72.77830861085901,"sa3018448"
"Marcos Torres","TEX","DSL","17-17",218,0.119266055,0.197247706,0.604651162,0.281767955,0.394495412,0.464088397,0.858583809,0.182320442,7.63665729053224,0.335820895,-0.3607128974981606,41.65161474786473,10.371892385108003,0.41461539705958933,133.15851804828458,"sa3018449"
"Eduardo Oviedo","PIT","DSL","17-17",181,0.077348066,0.303867403,0.254545454,0.177215189,0.276243093,0.284810126,0.561053219,0.107594937,6.041445335209984,0.24,-0.1944494565250352,15.527206132530608,-10.443572526455485,0.2849137727068274,59.78721830567091,"sa3018451"
"Kendry Chirinos","TOR","DSL","17-17",177,0.197740112,0.27118644,0.729166666,0.180451127,0.372881355,0.278195488,0.651076843,0.097744361,1.34975369,0.26744186,0.0687226263107732,24.622279409328275,-0.7745593897907245,0.35060833908070277,96.95017401213889,"sa3018453"
"Pedro Hernandez","CLE","DSL","17-17",162,0.185185185,0.185185185,1,0.255813953,0.407407407,0.279069767,0.686477174,0.023255814,3.8795270018454158,0.333333333,-0.644120889599435,25.110701792970715,1.8661374683533312,0.37019157740804887,108.02827466366827,"sa3018454"
"Carlos Pacheco","OAK","DSL","17-17",212,0.183962264,0.202830188,0.906976744,0.182926829,0.358490566,0.225609756,0.584100322,0.042682927,8.382955766758917,0.243902439,0.8430356272729114,25.064641888720328,-5.354170684235758,0.3248846949833744,82.39848885818807,"sa3018455"
"Yosander Asencio","BOS","DSL","17-17",202,0.227722772,0.257425742,0.884615384,0.28,0.457711442,0.38,0.837711442,0.1,8.019931629000764,0.424242424,1.5783701845211908,41.318663399541435,12.334700476253088,0.43122947245687987,142.55698404286278,"sa3018456"
"Adrian Reyes","CIN","DSL","17-17",171,0.16374269,0.32748538,0.5,0.197183098,0.333333333,0.359154929,0.692488262,0.161971831,3.1502458017949393,0.301204819,-0.7639967669965699,23.105118781946114,-1.4308102273722352,0.3456910712677136,94.16851007830664,"sa3018457"
"Alberto Mendez","CLE","DSL","17-17",167,0.191616766,0.263473053,0.727272727,0.255639097,0.407185628,0.360902255,0.768087883,0.105263158,6.8427103318307,0.367816091,0.5673569706268609,29.02124850726269,5.059259357811435,0.3933232273170334,121.11368687406025,"sa3018458"
"Ronny Ugarte","COL","DSL","17-17",190,0.110526315,0.2,0.552631578,0.273291925,0.37368421,0.51552795,0.88921216,0.242236025,4.052018229139725,0.313559322,0.1498639325145632,36.764601781501376,9.502458437814317,0.4176158873658431,134.85587438235942,"sa3018460"
"Misael Mojica","WSN","DSL","17-17",218,0.155963302,0.275229357,0.566666666,0.232558139,0.380733944,0.360465116,0.74119906,0.127906977,5.234395569692263,0.330357142,-1.035374379483983,34.744737072744286,3.465014709987554,0.3755818446841809,111.07751107827343,"sa3018462"
"Aroon Escobar","PHI","DSL","17-17",186,0.129032258,0.139784946,0.923076923,0.237762237,0.389189189,0.342657342,0.731846531,0.104895105,6.660024666607691,0.262711864,-0.7657109126448631,29.762479618236306,3.0742761344163467,0.3763626942763457,111.51923221913442,"sa3018463"
"Carlos Sanchez","CIN","DSL","17-17",182,0.219780219,0.153846153,1.428571428,0.355072463,0.505494505,0.442028985,0.94752349,0.086956522,6.876508147948645,0.43119266,0.8757550086593255,44.10551557185905,17.99125194790618,0.4777871733838385,168.89434910737447,"sa3018465"
"Nolan Beltran","PHI","DSL","17-17",187,0.165775401,0.096256684,1.722222222,0.226027397,0.371584699,0.273972602,0.645557301,0.047945205,3.971282030150244,0.253846153,-0.4466198912123218,25.108348444569625,-1.7233400042171099,0.34464582426300466,93.57722117448394,"sa3018466"
"Ruben Santana","ARI","DSL","17-17",163,0.153374233,0.202453987,0.757575757,0.315789473,0.435582822,0.436090225,0.871673047,0.120300752,9.309375562519104,0.41,2.5686065027257428,33.38025031108285,9.992201021498689,0.4315238887546984,142.7235332788045,"sa3018468"
"Moises Molero","CLE","DSL","17-17",195,0.123076923,0.23076923,0.533333333,0.214723926,0.323076923,0.26380368,0.586880603,0.049079754,4.695737153702705,0.280991735,-0.8503684040624648,20.167942174248175,-7.811625994272755,0.3066459576288859,72.08096298261884,"sa3018469"
"Dario Laverde","LAA","DSL","17-17",181,0.116022099,0.104972375,1.105263157,0.298013245,0.403314917,0.403973509,0.807288426,0.105960264,7.998026560113296,0.335820895,-0.15298355906270444,32.22177892093778,6.251000261951688,0.39854809906747607,124.06936019913593,"sa3018470"
"Kelvin Hidalgo","COL","DSL","17-17",257,0.101167315,0.194552529,0.52,0.269058295,0.357976653,0.417040358,0.775017011,0.147982063,7.819182393988691,0.323529411,-0.4658270690124482,40.49658109472211,3.6209450982611977,0.37335772607840745,109.81934277312182,"sa3018472"
"Capri Ortiz","LAA","DSL","17-17",213,0.065727699,0.244131455,0.269230769,0.240837696,0.304761904,0.361256544,0.666018448,0.120418848,8.398359025172267,0.318840579,-0.7984302940312773,25.057710768417486,-5.504586769505374,0.32416075808661327,81.98896283018293,"sa3018473"
"Rafael Ramirez Jr.","CLE","DSL","16-16",200,0.125,0.17,0.735294117,0.247058823,0.36,0.364705882,0.724705882,0.117647059,7.605502351611629,0.298507462,0.244517442304641,29.856657099582147,1.1596641062273458,0.36314321398735044,104.04106488263731,"sa3018476"
