Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Jett Bandy","TEX","AAA","29-31",390,0.069230769,0.266666666,0.259615384,0.224489795,0.303896103,0.399416909,0.703313012,0.174927114,2.369134938109892,0.271111111,-1.1226992031442933,40.973886489076094,-14.8755321212583,0.3042391634856661,73.26956536176387,"12508"
"Taylor Featherston","KCR","AA,AAA","29-29",447,0.053691275,0.387024608,0.138728323,0.24137931,0.302690582,0.426108374,0.728798956,0.184729064,5.459219106457798,0.369863013,-1.6264201781596057,53.88856531307169,-0.8035393990569526,0.32292007264000416,97.51405975584885,"12590"
"Dillon Thomas","MIL","AA,AAA","26-28",899,0.091212458,0.276974416,0.329317269,0.266581632,0.355951056,0.44005102,0.796002076,0.173469388,6.640994268022096,0.356725146,1.5315327257849276,133.23794145451788,19.30129499303107,0.3567326492822024,118.05044773568571,"12719"
"Breyvic Valera","SFG","AAA","27-29",620,0.119354838,0.101612903,1.174603174,0.306238185,0.394136807,0.474480151,0.868616958,0.168241966,4.504169663210422,0.319383259,-1.8449516475666314,105.80866130687946,21.554731572649416,0.379430217096229,126.20917178980943,"12758"
"Andy Burns","TOR","AAA,CPX","28-30",704,0.139204545,0.193181818,0.720588235,0.262981574,0.366998577,0.45561139,0.822609967,0.192629816,5.009281687113315,0.297727272,-0.41879386821528897,108.53389206932127,10.047829691630001,0.3588878940552431,110.34204459179772,"12779"
"Taylor Davis","CHC","AAA","29-31",421,0.125890736,0.140142517,0.898305084,0.240997229,0.340527577,0.326869806,0.667397383,0.085872577,1.20958645875,0.27027027,-0.17158532363828272,44.213627123406035,-15.002226254770656,0.3046493651210398,75.29259623778549,"12782"
"Socrates Brito","TOR","AAA","26-28",847,0.07201889,0.226682408,0.317708333,0.266579973,0.321513002,0.44473342,0.766246422,0.178153447,7.192330344976621,0.320284697,1.7960566342808306,108.4771838831044,-3.5179278356694184,0.3302533514400911,96.54085356955069,"12944"
"Phillip Evans","CHC","AAA","26-28",683,0.105417276,0.15080527,0.699029126,0.276559865,0.363103953,0.440134907,0.80323886,0.163575042,3.260069172032182,0.306889352,-1.9269313554977998,100.89766279144469,1.6142667113083933,0.34958296403354294,101.08182779033979,"12950"
"Charles Tilson","CHW","AAA","26-28",490,0.073469387,0.183673469,0.4,0.291571753,0.352577319,0.400911161,0.75348848,0.109339408,6.999230182003219,0.356321839,0.8934044303605333,64.61735949375438,-0.25565263173771724,0.3355132719905106,99.85120648059579,"12983"
"Kelby Tomlinson","SEA","AAA","29-31",390,0.074358974,0.21025641,0.353658536,0.237960339,0.299741602,0.297450424,0.597192026,0.059490085,4.469606832043245,0.307692307,-0.697837351472117,27.41833402882463,-31.009442352548774,0.2690489265825841,46.91903154110975,"13005"
"Mitch Walding","PHI","AAA,CPX","26-28",499,0.160320641,0.402805611,0.39800995,0.220873786,0.350701402,0.405339805,0.756041207,0.184466019,4.24679601143767,0.375634517,-0.11710252799093723,65.1903315015355,-4.458836587496677,0.333074526955383,93.33762891463054,"13006"
"John Andreoli","SEA","AAA,CPX","29-31",696,0.178160919,0.300287356,0.593301435,0.243291592,0.380747126,0.438282647,0.819029773,0.194991055,5.951287450399995,0.339285714,1.0646254636812955,109.59637619789639,8.21940081056156,0.3598200927535407,107.31266925889355,"13012"
"Mikie Mahtook","DET","AAA","29-31",825,0.099393939,0.252121212,0.394230769,0.255201109,0.337788578,0.504854368,0.842642946,0.249653259,5.011838027093121,0.289029535,-0.035086027812212706,126.31365135303383,17.242437750014126,0.3597869708970752,115.8486856817584,"13130"
"Marco Hernandez","BOS","A+,AAA","26-28",591,0.040609137,0.170896785,0.237623762,0.275045537,0.305084745,0.387978142,0.693062887,0.112932605,3.92897189064769,0.317880794,-1.4818805233808234,61.44323361206433,-13.976063390191582,0.3044445334549468,82.34996118985822,"13154"
"Robel Garcia","CHC","AA,AAA","26-28",524,0.112595419,0.314885496,0.357575757,0.252747252,0.34351145,0.529670329,0.873181779,0.276923077,3.564231411760644,0.314176245,-1.1922787140938453,83.0119600670447,8.403173931132745,0.36570117037415045,114.25451124041537,"13167"
"Jacob Wilson","WSN","AAA","28-30",533,0.118198874,0.196998123,0.6,0.278508771,0.370998116,0.552631578,0.923629694,0.274122807,3.549659841277194,0.297546012,0.10655302921077237,97.00913881087739,17.81262116456467,0.38392791034138135,122.35512943553736,"13254"
"Zach Vincej","BAL","AAA","28-28",399,0.060150375,0.160401002,0.375,0.270491803,0.317380352,0.396174863,0.713555215,0.12568306,2.3439406447748654,0.305369127,-1.7616105991182849,43.611044973195746,-10.712318479954053,0.31059053705798256,80.28045798527792,"13269"
"Ildemaro Vargas","ARI","AAA","27-29",405,0.066666666,0.079012345,0.84375,0.343163538,0.385185185,0.536193029,0.921378214,0.193029491,4.802928847538911,0.348348348,-0.32593922317028046,75.05614738257151,14.973146618320767,0.3873840561575688,124.75889748903458,"13324"
"Deven Marrero","MIA","AAA","28-30",638,0.100313479,0.250783699,0.4,0.235815602,0.314873417,0.390070921,0.704944338,0.154255319,4.568415498381981,0.292746113,0.9034794187173247,69.50729802853678,-21.659862452677746,0.308234067329703,76.10070653978096,"13325"
"Bubba Starling","KCR","AAA","26-28",390,0.071794871,0.215384615,0.333333333,0.296089385,0.343589743,0.477653631,0.821243374,0.181564246,5.546421951152687,0.348484848,0.4248747023520991,57.48464002114722,1.287604261459801,0.35102627812287746,103.03365942147911,"13356"
"Wynton Bernard","CHC","AA,AAA","28-30",494,0.085020242,0.204453441,0.415841584,0.260674157,0.330628803,0.408988764,0.739617567,0.148314607,8.632198053882368,0.31845238,3.0266108796931803,60.38750880511523,-11.379050818066585,0.3228605494993489,85.92296031508073,"13408"
"Christian Lopes","TEX","AA,AAA","26-28",748,0.122994652,0.220588235,0.557575757,0.266347687,0.370967741,0.44338118,0.814348921,0.177033493,4.818855667339663,0.323660714,-0.07284378970507532,114.7872646785282,12.64974289005031,0.3589718515339566,113.19649131434986,"13472"
"Humberto Arteaga","KCR","AA,AAA","25-27",558,0.039426523,0.181003584,0.217821782,0.244318181,0.279279279,0.327651515,0.606930794,0.083333334,4.753872338533637,0.288095238,-0.56525474996306,42.55410762911058,-35.49794831092143,0.2685649357400499,52.40106834502164,"13595"
"Patrick Wisdom","TEX","AAA","27-29",487,0.121149897,0.281314168,0.430656934,0.235154394,0.333333333,0.515439429,0.848772762,0.280285035,4.008741753949757,0.257936507,0.809171665168833,71.80423809776524,-0.47994494249603203,0.35034485830776935,99.69986043181524,"13602"
"Jack Lopez","ATL","AA,AAA","26-28",663,0.060331825,0.224736048,0.268456375,0.277870216,0.332829046,0.415973377,0.748802423,0.138103161,5.572926794759918,0.340857787,2.7675518669420853,83.38457670065684,-4.68581441786962,0.32869559138697685,95.06732626104404,"13663"
"Tyrone Taylor","MIL","AAA,R","25-27",425,0.08,0.214117647,0.373626373,0.29144385,0.358490566,0.5,0.858490566,0.20855615,4.135922195576639,0.336996336,1.0100555351236835,66.9480611483911,4.143603528604845,0.3640403855802878,108.83212561955783,"13675"
"Christopher Bostick","BAL","AAA","26-26",442,0.074660633,0.2239819,0.333333333,0.257653061,0.323394495,0.420918367,0.744312862,0.163265306,4.954119077676809,0.312280701,-0.00150242168456316,53.33538079371733,-6.842380224558893,0.3233406491782687,88.62971950305555,"13718"
"Elier Hernandez","KCR","AA,AAA","24-26",850,0.06117647,0.28,0.218487394,0.237851662,0.293632075,0.378516624,0.672148699,0.140664962,4.094048032459045,0.307101727,-1.0661375635536388,79.73403178648223,-45.60786492629776,0.29159355627478295,63.61861942312701,"13750"
"Rob Refsnyder","CIN","AAA,R","28-30",428,0.100467289,0.235981308,0.425742574,0.312997347,0.38317757,0.514588859,0.897766429,0.201591512,2.597080158866344,0.387218045,-0.9346175455721095,74.61719620966781,16.894461490152956,0.3848642369671047,130.24218502034796,"13770"
"Matt Reynolds","WSN","AAA","28-30",816,0.140931372,0.230392156,0.611702127,0.283211678,0.388683886,0.464233576,0.852917462,0.181021898,4.793773733978557,0.358921161,-0.15919345110887662,136.66470513701395,22.283632436990292,0.3718733416385627,118.93798807280388,"13788"
"Eric Stamets","CLE","AAA,CPX","27-29",466,0.092274678,0.240343347,0.383928571,0.222222222,0.303225806,0.357487922,0.660713728,0.1352657,7.564250952768199,0.278911564,2.2604740174137987,44.40149831034689,-20.653290413241105,0.29424557134669316,68.59030997829514,"13795"
"Anthony Bemboom","TBR","A+,AAA,R","29-31",393,0.127226463,0.208651399,0.609756097,0.241791044,0.340966921,0.408955223,0.749922144,0.167164179,4.9345395430854495,0.283400809,-0.21116315317340195,51.033302504884844,-5.708796385360117,0.3276380548367695,88.69610540435576,"13854"
"Tyler Heineman","MIA","AAA","28-30",424,0.08726415,0.150943396,0.578125,0.310991957,0.380382775,0.493297587,0.873680362,0.18230563,3.9463743299281044,0.345637583,-0.6745939060929231,72.91359599443072,12.617853661495399,0.3745528967186595,118.99098597540026,"13897"
"Seth Mejias-Brean","SDP","AA,AAA","28-30",694,0.085014409,0.194524495,0.437037037,0.287758346,0.353025936,0.432432432,0.785458368,0.144674086,4.858256508457528,0.340336134,0.15127616393147036,97.9826189886146,-0.6508862663692945,0.3426405201757574,99.05665493596713,"13905"
"Sherman Johnson","CIN","AA,AAA","28-30",516,0.155038759,0.242248062,0.64,0.220657276,0.35282651,0.342723004,0.695549514,0.122065728,4.5525872559493346,0.29109589,-1.1665624745073728,62.10827816297104,-6.042659081325029,0.32202068250626326,91.25939544018149,"13906"
"Patrick Kivlehan","TOR","AA,AAA","29-31",878,0.085421412,0.267653758,0.319148936,0.257653061,0.329532497,0.521683673,0.85121617,0.264030612,3.2125310912523433,0.296812749,-1.4175891723134555,132.9548868319411,10.499752976598245,0.35706797099276766,110.55745721781312,"13910"
"Eric Haase","CLE","AAA","26-28",429,0.109557109,0.354312354,0.309210526,0.233243967,0.324766355,0.522788203,0.847554558,0.289544236,4.817680688583644,0.297435897,0.0022735382663086057,63.89703452227315,5.711263384797185,0.3554954051135856,110.11033151559226,"14111"
"Greg Bird","COL","AAA","28-28",461,0.125813449,0.229934924,0.547169811,0.267175572,0.362255965,0.531806615,0.89406258,0.264631043,1.8639066794864858,0.293233082,-0.7695197071880102,79.69808115663491,11.682290872954953,0.3734894303075662,117.17585111373477,"14131"
"Tim Lopes","SEA","AAA","25-27",790,0.088607594,0.207594936,0.426829268,0.266761768,0.335443037,0.440798858,0.776241895,0.17403709,6.532694596116536,0.314990512,0.6877127235638909,106.33628463373104,-4.081058297301133,0.3356432819668251,95.7485513321114,"14137"
"Andrew Velazquez","TBR","AAA,R","24-26",526,0.095057034,0.247148288,0.384615384,0.284796573,0.357552581,0.473233404,0.830785985,0.188436831,7.13289936601348,0.368098159,2.3619035076117143,81.96290657789257,12.675345444388658,0.3644970669117302,118.08032121679841,"14196"
"Anthony Alford","TOR","AAA,R","24-26",560,0.117857142,0.308928571,0.38150289,0.280991735,0.377459749,0.495867768,0.873327517,0.214876033,6.697271355041705,0.394463667,0.42993130639661103,94.86193644936583,20.614326156037055,0.38118519795861233,129.0880929666455,"14329"
"Dilson Herrera","NYM","AAA","25-27",656,0.092987804,0.288109756,0.322751322,0.237521514,0.31859756,0.47848537,0.79708293,0.240963856,4.5584671786172635,0.287292817,-0.46470058942213655,89.07549744257953,1.3162875116827708,0.33952165688943425,101.27221103245792,"14335"
"Lewis Brinson","MIA","AAA","25-27",387,0.087855297,0.286821705,0.306306306,0.271929824,0.354922279,0.497076023,0.851998302,0.225146199,7.699494297614852,0.355140186,1.011534696968738,61.4492393108143,4.4636503281129984,0.36152099451252834,107.55896481696888,"14352"
"Joey Meneses","BOS","AA,AAA","29-29",369,0.067750677,0.200542005,0.337837837,0.284431137,0.333333333,0.529940119,0.863273452,0.245508982,3.0845648728263146,0.317460317,-0.6935647982172668,59.23686344907,12.23195271179393,0.3658115954502769,126.15237770267404,"14366"
"Joe Hudson","STL","AAA","28-30",397,0.095717884,0.287153652,0.333333333,0.207977207,0.282115869,0.358974358,0.641090227,0.150997151,1.67091835875,0.259740259,-0.1183103239745833,32.83266507049201,-22.89315569440724,0.2784158826777429,58.352958813314196,"14412"
"Renato Nunez","DET","AAA","27-27",386,0.095854922,0.240932642,0.397849462,0.268072289,0.360103626,0.518072289,0.878175915,0.25,4.348491760894385,0.306306306,-0.24985064007341862,65.67287566956813,16.180643257468283,0.38035013345239077,132.69329846093675,"14503"
"Luis Marte","ATL","AAA","25-27",418,0.040669856,0.232057416,0.175257731,0.247474747,0.277511961,0.343434343,0.620946304,0.095959596,4.273782824519346,0.305084745,0.7292533246800303,32.12234015816276,-24.089960678877187,0.2727180174663306,56.9157667169217,"14515"
"Jesmuel Valentin","BAL","AA","25-25",456,0.09868421,0.208333333,0.47368421,0.255583126,0.334065934,0.389578163,0.723644097,0.133995037,4.502214444231422,0.313531353,-0.6778307140339166,56.25275476771143,6.913915475185186,0.32997849754299885,114.01312956349278,"14548"
"Wyatt Mathisen","ARI","AAA,R","25-27",658,0.12006079,0.238601823,0.503184713,0.255985267,0.379939209,0.506445672,0.886384881,0.250460405,3.8599916929553393,0.296918767,0.2693661756347865,115.55147807482808,19.136479871312066,0.3795667369616086,119.97618371342408,"14555"
"Carlos Tocci","TEX","AA,AAA","23-25",499,0.08016032,0.180360721,0.444444444,0.232142857,0.30260521,0.294642857,0.597248067,0.0625,2.591974444373257,0.277310924,-2.3556513347430155,38.62889490332638,-33.23927379343474,0.2735277290095786,53.53697178239799,"14558"
"Franchy Cordero","SDP","A+,AAA,R","24-26",400,0.1175,0.2975,0.394957983,0.283236994,0.378446115,0.520231213,0.898677328,0.236994219,7.061680769237141,0.388625592,1.5432324213325046,70.92093616156764,18.50422816901392,0.38868891817496465,136.42508868205312,"14567"
"Webster Rivas","SDP","AA,AAA","28-30",454,0.114537444,0.187224669,0.611764705,0.269035532,0.357615894,0.408629441,0.766245335,0.139593909,2.8305964157003274,0.315614617,0.06629568414064124,61.890463224968414,-1.9834665736346384,0.33632896326167017,96.415848575199,"14636"
"Brett Phillips","KCR","AAA,CPX","25-27",418,0.172248803,0.287081339,0.6,0.240356083,0.376811594,0.510385756,0.88719735,0.270029673,8.465663831587221,0.31,3.979128484497778,70.90091132598518,8.242569113546585,0.3731475100644584,113.17678692309356,"14735"
"Phillip Ervin","CIN","AAA","26-28",438,0.123287671,0.237442922,0.519230769,0.229946524,0.333333333,0.390374331,0.723707664,0.160427807,5.215905061180971,0.276923076,-1.4485150118125603,53.83812846618031,-3.6855079643216344,0.32355877648205517,92.89404535050745,"14738"
"Pat Valaika","COL","AAA","26-28",465,0.062365591,0.240860215,0.258928571,0.302325581,0.342672413,0.537209302,0.879881715,0.234883721,4.009740861432512,0.35451505,0.48128113511484116,75.789023823554,7.846466622764542,0.3642311152713052,109.85852989914765,"14885"
"Daniel Palka","CHW","AAA","27-29",891,0.149270482,0.223344556,0.668341708,0.259653794,0.369248035,0.500665778,0.869913813,0.241011984,4.215220799932569,0.29239766,1.0719038539100438,146.81338951426747,28.83566201168302,0.3731173895872556,124.40587188262016,"14897"
"Jack Reinheimer","BAL","AAA","26-28",757,0.093791281,0.212681638,0.440993788,0.243647234,0.317460317,0.333333333,0.65079365,0.089686099,6.110517842705707,0.303921568,2.503792235511355,72.14049899002067,-35.09319535473831,0.2929504418341571,67.44519176867551,"14938"
"Johan Camargo","ATL","AAA","25-27",500,0.104,0.168,0.619047619,0.346846846,0.418,0.574324324,0.992324324,0.227477478,3.158881960568587,0.39117647,-0.9766353836748749,105.69397236582672,41.0773070621196,0.4282274902106289,163.12892503960046,"14950"
"Zach Green","SFG","AAA","25-27",675,0.117037037,0.365925925,0.319838056,0.243523316,0.34074074,0.516407599,0.857148339,0.272884283,1.9708891869143788,0.337792642,-0.5636355115566403,106.67914885504318,13.679207908344987,0.3602405195773886,112.84321080463423,"14973"
"Boog Powell","SDP","AAA","26-26",403,0.146401985,0.23325062,0.627659574,0.288235294,0.390547263,0.438235294,0.828782557,0.15,6.044496579149296,0.373443983,2.909535074897576,65.05283889981101,4.625289820750447,0.3643870269184682,107.65427340880387,"15103"
"Jonathan Davis","TOR","A+,AAA","27-29",447,0.120805369,0.246085011,0.49090909,0.244565217,0.374439461,0.421195652,0.795635113,0.176630435,7.65455476950404,0.315789473,0.8330109905218706,67.03641137974913,7.123428692395027,0.35538005520788474,111.25902856734288,"15104"
"Jordan Patterson","TOR","AAA","27-27",401,0.059850374,0.32169576,0.186046511,0.233983286,0.308270676,0.431754874,0.74002555,0.197771588,5.4133846021125995,0.316279069,0.24416368966922164,46.46658912344004,-8.129071890878432,0.31796632560734783,85.1104066882779,"15119"
"Ian Miller","SEA","AAA","27-29",927,0.094929881,0.176914778,0.536585365,0.262836185,0.340884573,0.392420537,0.73330511,0.129584352,7.089791452322913,0.310185185,6.610920727485791,113.30733179494132,-15.766267662799475,0.32241934486169876,87.40428758585092,"15156"
"Dustin Peterson","DET","AAA","24-26",648,0.067901234,0.188271604,0.360655737,0.278716216,0.331790123,0.427364864,0.759154987,0.148648648,1.622738133264828,0.317982456,-1.0168439565459266,83.57496537479287,-2.0402895787107322,0.33222181055648825,97.87565122039433,"15189"
"Carlos Asuaje","ARI","AAA","27-29",486,0.113168724,0.144032921,0.785714285,0.245238095,0.339506172,0.366666666,0.706172838,0.121428571,5.999016030964562,0.27665706,-0.090080670081079,56.620244641452544,-15.531295965761435,0.3149207021772247,78.46136893478035,"15197"
"Zack Granite","TEX","AA,AAA","26-28",773,0.081500646,0.121604139,0.670212765,0.271816881,0.332901554,0.373390557,0.706292111,0.101573676,6.516548082902114,0.301824212,-2.0239354372024536,87.84781804300226,-21.62213482343279,0.31374204305478326,81.40971066324941,"15343"
